Keyword	Frequency	Score
Greif	1	8
Rchteten	1	8
Lizen	1	-2
Reifenhalle	1	-1
Adlergestell	1	5
Rgerbewegung	1	-10
Hellersdorfâ	1	0
Wandzeitung	1	-8
Zufriedenheit	1	-5
Ermittlungsverfahren	1	-4
Gegendemonstration	1	-1
Wohncontainer	1	0
O.n	1	-2
Rechtsextrem	1	0
Entwicklungskonzept	1	6
Gegenkundgebung	1	6
Dienstwaffe	1	-8
Schlagstock	1	5
Belã	1	-10
Chelt	1	-6
Chtlingsheim	1	5
Texterinnerung	1	-2
Anklagebank	1	6
Strompreis	1	3
Finanzierung	1	-3
Trinkwasserspender	1	-3
Kinderhilfswerk	1	9
Hetze	1	6
Aktivitã	1	8
Sticker	1	5
Willkommenskultur	1	2
Panoramaweg	1	1
Zustã	1	9
Ndige	1	3
Vergabeprozeß	1	-6
Grundstücksvergabe	1	-3
Gewerbegrundstück	1	-9
Unterbrechung	1	-6
Zugverkehr	1	8
Ersatzverkehr	1	-8
Verfolgungsjagd	1	-6
Verfolgungsfahrt	1	-8
Schmiererei	1	-5
Informationsveranstaltung	1	-3
Fahrerflucht	1	-6
Wohnungsnot	1	4
Suchende	1	-5
Wohnentwicklungsplan	1	-7
Begleitkreis	1	-10
Seniorenvertretung	1	-10
Mietergemeinschaft	1	-4
Maskottchen	1	5
Sparvorschlã	1	7
Gastgeberbezirk	1	9
Ausbau	1	4
Landesprogramm	1	-4
Frauentreff	1	-5
Forschungsarbeit	1	5
Bombe	1	-7
Transferleistung	1	10
Schulanfang	1	-7
Gegrã	1	3
Plattenbaubezirk	1	6
Hilfsaktion	1	5
Hilfseinrichtung	1	2
Kanon	1	-2
Popkultur	1	0
Dtchen	1	-5
Angedenken	1	-8
Spielfilm	1	-2
Handelsmarke	1	-5
Ladenmiete	1	9
Notdienst	1	6
Kindesmisshandlung	1	8
Betriebskosten	1	8
Dreck	1	-7
Erstkontakt	1	-6
Jugendgesundheitsdienst	1	-4
Kinderarmut	1	3
Klassenrã	1	-5
Sanierungsbedarf	1	2
Spezialeinsatzkommando	1	1
Sozialprojekt	1	-8
Streichung	1	7
Landespolitik	1	-9
Frust	1	0
Prachtband	1	-9
Musikzentrum	1	9
Unternehmerduo	1	4
Q216	1	9
Elefant	1	-3
Schmuddelwetter	1	9
Sachse	1	-5
Mmling	1	-2
Neuankã	1	6
Giraffenbulle	1	0
Zucht	1	-8
Umzugsfahrzeug	1	-8
Reise	1	-3
Radar	1	-2
Pferdeanhänger	1	-1
Hündin	1	3
Pfote	1	7
Harfan	1	-2
Sumatratiger	1	7
Bombensprengung	1	5
Stadtbereich	1	6
Leistungskurs	1	5
Mitreissen	1	-9
Brückenteil	1	9
Verkehrstau	1	-3
Lasagne	1	5
Tiefstand	1	4
Unterbelegen	1	6
Flatrate	1	-1
Festpreis	1	-5
Alkohol-Bier	1	-5
Phantombild	1	-8
Berlin-Rechte	1	-6
Erbschaftssteuer	1	8
Frische	1	-6
Kleinstwohnung	1	-10
Marktsegment	1	6
Elefantendame	1	4
Ruhesitz	1	-7
Altersruhesitz	1	7
Tierparkverwaltung	1	-6
Gitterbox	1	-1
Mauzen	1	4
Zettel	1	-3
Hauskaninchen	1	-8
Entsorgung	1	8
Sprechstunde	1	-2
Bulle	1	-5
Erlã	1	-8
Serkirche	1	0
Aufbruchzeit	1	-3
Spendenduell	1	-9
Hausvaterweg	1	6
Schreibfehler	1	-3
Ausschuss	1	-10
Segelohr	1	3
Zebra	1	4
Lichtenberg-Expressionismus	1	-9
Betriebssportgruppe	1	6
Berlinweite	1	-8
Sprechzeit	1	6
Terminsprechstunde	1	-4
Trubel	1	-3
Mayang	1	0
Lichtenberg	1	-2
Leihgabe	1	-3
Weibchen	1	-8
Bauantrã	1	-8
Rummelsburg	1	-6
Geschichtspã	1	4
Dagoge	1	-6
Euro-Krise	1	9
Ckenbau	1	-6
Berufsverkehr	1	9
Umstieg	1	2
Staufalle	1	-8
Hubertusbad	1	-6
Denkmalpflegeplan	1	-5
Vergabeverfahren	1	5
Krimibuchhandlung	1	9
Portfolio	1	-4
Nthel	1	9
Storchenpaar	1	3
Naturschutzstation	1	-6
Stationssprecher	1	-6
Howoge	1	-7
Neubauoffensive	1	-5
Schicht	1	4
Landschaftspflege	1	0
Wohnbereich	1	-3
Nelke	1	-7
Obdachlosenheim	1	-10
Sportforum	1	-7
Grabstelle	1	-9
Glaubensritual	1	-3
Herdentier	1	0
Rgerhaushalt	1	3
Mittelalter	1	8
Gebein	1	-9
Kraftwerksbau-Bezirk	1	0
Kohlekraftwerk	1	6
Tierversuch	1	-1
Gutshaus	1	8
Dorfkern	1	-8
Erlich	1	9
Behindertenrat	1	-3
Polizeiabschnitt	1	5
Verhandlungstermin	1	-4
Brunnen	1	10
Basaltmosaik	1	-4
Kunstinstallation	1	0
Staatsicherheit	1	-6
Gesundheitsbericht	1	-6
Grenzwert	1	9
Schwermetall	1	0
Bleiwert	1	-3
Finanzspritze	1	0
Investitionsprogramm	1	0
Udesanierung	1	-8
Todesursache	1	1
Klarnamen	1	-3
Namensnennung	1	-5
Stasi - Spitzel	1	4
Inoffizieller Mitarbeiter	1	-1
Begebenheit	1	9
Ostdeutsche	1	-4
Wiedervereinigung	1	-5
Rechtsextreme	1	-9
Gewaltattacke	1	3
Szeneviertel	1	1
Autonome Nationalisten	1	6
Ziehtochter	1	5
Stasi-Untersuchungshaft	1	0
Folter	1	-8
Wohnimmobilienmesse	1	2
Schutzgelderpressung	1	3
Hinrichtung	1	-5
Slã	1	-2
Fingerabdruck	1	-3
Sechsjã	1	4
Schulbetrieb	1	5
Tegelweg	1	-7
Gedenkstã	1	-1
Stasiopfer	1	8
Deliktsbereich	1	-3
Zunahme	1	-5
Wetttrinken	1	4
Kneipenwirt	1	-1
Tequila	1	-8
Koma	1	-9
Eingeschloße	1	-7
Sonderbehandelung	1	6
Liebesspiel	1	-4
Erstechen	1	-8
Fahndungserfolg	1	10
Preisgeld	1	7
Schulpreis	1	-8
ADHS	1	-9
Stadtpark	1	-4
Kindesmissbrauch	1	3
Mengenbegrenzung	1	-8
Fixpreis	1	0
Diskothek	1	3
Sonnabendabend	2	8
Renâ	2	-10
Gerippe	2	-3
Szenemensch	2	8
Wetter	2	-7
Dunkelheit	2	6
Allmende	2	-5
Erå²	2	-5
Vorlå	2	4
Handschelle	2	5
Strafeermittlungsverfahren	2	4
Hauptmannschule	2	7
Zaun	2	7
Parkgebuehre	2	-4
Parkverbot	2	7
Halteverbot	2	-1
Patrouillieren	2	-4
Rotunde	2	8
Ostpark	2	-1
Freiflug	2	3
Wandmalerei	2	3
Übermalen	2	5
Strã	2	-8
Ucher	2	7
Ungewã	2	0
Hnliche	2	-5
Projektleiter	2	-4
Spürhund	2	1
Airon	2	4
Anmarsch	2	-5
Menge	2	-8
Schulbesetzung	2	2
Mitternacht	2	6
Schulgelã	2	2
Fitnessraum	2	9
Bewohnerausweis	2	8
Schulgelände	2	9
Fluchtversuch	2	-10
Maueropfer	2	4
Vogelgnadenhof	2	0
Spielangebot	2	9
Wasserlauf-Zã	2	9
Hlte	2	6
Bezirksverwaltung	2	6
Berreicht	2	0
Broschüre	2	-4
Abendstunde	2	2
Felsen	2	-1
Fotogenehmigung	2	2
Outreach	2	8
Jugendclub	2	-6
Billardtisch	2	2
Hallenbad	2	10
Umschlagplatz	2	-7
Cannabisblatt	2	-7
Prozessbeginn	2	-8
Berlin-Kirche	2	-1
Übergriff	2	-1
Baumaterial	2	-6
Drogenproblematik	2	4
Gastronomiebetrieb	2	4
Restparzelle	2	3
Einzwängen	2	-5
Entnerven	2	-6
So36	2	-1
Partyzone	2	-3
Versammlungszelt	2	4
Oplatz	2	1
Feiernde	2	-8
Rausch	2	-7
Bass	2	-9
Einsatzkraft	2	5
Islamrat	2	6
Grundstück	2	-9
Jugendabteilung	2	-3
Köftegrill	2	-9
Chaostag	2	2
Eingangstor	2	5
Fluchtlinge	2	-9
Sprungkissen	2	-5
Rechtehinweis	2	8
Cabuwazi	2	-9
Freiluftkino	2	-5
Vielfalt	2	-3
Frizz23	2	7
Lagerfeuer	2	3
Streetparade	2	3
Zuspitzung	2	10
Weiterreichen	2	-5
Kulturclub	2	-4
Demonstrationszug	2	8
Fahrradreifen	2	7
Laterne	2	-10
Hipstersport	2	-1
Fahrradreifenwerfen	2	8
Weidenweg	2	-8
Fensterrahmen	2	-2
Verwã	2	-4
Bildmitte	2	0
Starkes	2	5
Dilek	2	-6
Reportage-Curry	2	4
Hlen	2	3
Hackeischen	2	-6
Straßenmalerei	2	0
Kunstwerk	2	-1
Streetart	2	6
Alesh	2	-8
Solidarität	2	-9
Projektgruppe	2	1
Oberbaumbrücke	2	4
Kiezschlacht	2	4
Gemüseschlacht	2	-5
Mehl	2	-8
Veranstaltungsarena	2	2
Heizung	2	-4
Asylrecht	2	-7
Ruine	2	1
Künstlerinitiative	2	1
Verhüllungsaktion	2	-9
Überkleben	2	6
Mauersockel	2	7
Herbst-Regenwetter	2	9
Zehnte	2	3
Inneneinrichtung	2	-8
Gir1dk6i7.1	2	5
Brandnacht	2	-5
Farbtopf	2	9
Bootsbauer	2	-8
Mauerteil	2	-7
Kinderkrippe	2	3
Protestmarsch	2	-5
Mittagspause	2	-10
Viadukt	2	-5
Landwehrkanal	2	3
Beschädigung	2	-6
Absperren	2	4
Straßenkreuzung	2	8
Baurecht	2	-3
Voigtstraße	2	-9
Interimslã	2	7
Holocaustturm	2	-3
Namensvetter	2	-2
Straßenschild	2	-3
Auslöser	2	5
Amtshilfe	2	-8
Wohnungsräumung	2	9
Gerichtsbeschluss	2	-2
Nachbarschaftszentrum	2	2
Scheibenwischer	2	-2
Familiengerecht	2	-3
Brauhofgarten	2	-7
Brauereigelände	2	5
Ventionstag	2	7
Symbolfoto-Gewalt	2	-8
Fertigstellung	2	-2
Erstbegehung	2	-7
Auffahrt	2	1
Autobahndreieck	2	2
Friedrichshain	2	5
Geografie	2	-2
Berlin-Tempodrom	2	9
Berlin-Checkpoint	2	-9
Sommerabend	2	9
Auslieferung	2	0
Penis	2	1
Berlin-Heizpilz	2	0
Straßenumzug	2	3
Stadtreinigung	2	10
Spezialfahrzeug	2	6
Alkoholverbot	2	1
Krawall	2	-2
Neugestaltung	2	-4
Bauvorhaben	2	-3
Staustelle	2	-7
Residenzpflicht	2	-7
Innenausschuss	2	-7
Carsharing	2	-8
Innenverwaltung	2	3
Gewaltexzess	2	-4
Verwaltungsgericht	2	8
Umen	2	7
Salafismus	2	-2
Beleidigung	2	9
Pflasterstein	2	-1
Gastronomie	2	-10
Nger	2	-4
Abschiebung	2	0
Kaufvertrag	2	-4
Befã	2	4
Rchtet	2	5
Erdgeschoss	2	6
Nstler	2	10
Erklã	2	8
Tze	2	-8
Unterkunft	2	8
Automatenknacker	2	5
Anschlag	2	8
Aufzug	2	5
Imbiss	2	1
Einsatzfahrzeug	2	1
Sozialsenator	2	5
Sporthalle	2	-3
Diebesgut	2	1
Seniorenheim	2	-10
Ermittlungsergebnis	2	2
Ermittlung	2	3
Drogenhã	2	2
Staatsschutz	2	-3
M29	2	-1
Verunglã	2	-3
Zerstã	2	-6
Wasserbetrieb	2	-3
Dischen	2	0
Nahostkonflikt	2	6
Umbenennung	2	-6
Mitleidenschaft	2	-5
Kubikmeter	2	6
Pflegeheim	2	5
Rauchverbot	2	-1
Bauantrag	2	-2
Mpfen	2	-1
Ostkreuz	2	6
Stellplatz	2	-4
Attentat	2	-1
Unruhen	2	-9
Rauchwolke	2	-3
Terrorismus	2	6
Hundehalter	2	2
Gebet	2	3
Mietrecht	2	5
Islamisten	2	-3
Llner	2	7
Umfrage	2	-5
Tabakwerbung	2	5
Wettstreit	2	3
Verkehrsmittel	2	1
Alkoholkonsum	2	-3
Zigarette	2	9
Technologiepark	2	-9
Ndet	2	7
Zivilcourage	2	-9
Klimaschutz	2	-4
Veranstaltungshalle	2	-6
Hochdruck	2	8
Jugendschutz	2	1
Spã	2	5
Erziehungspflicht	2	5
Beisetzung	2	-10
Stromnetz	2	-2
Reiswerder	2	-5
Bausubstanz	2	-4
Zwischendecke	2	6
Einsturz	2	2
Sprengung	2	-8
Ndler	2	-3
Familienunternehmen	2	-8
Windpocken	2	1
Wohnmarktreport	2	-3
Hrige	2	-1
Silvester	2	4
Elternvertreter	2	-8
Rgerã	2	-3
Wirtschaftsstadtrat	2	4
Beziehungsdrama	2	0
Bande	2	0
Laserpointer	2	-5
Lebensgefahr	2	7
Landeskriminalamt	2	0
Durchsuchung	2	6
Brandschutz	2	7
Gedenkstein	2	-2
Bauamt	2	-1
Umweltstadtrat	2	3
Sparkurs	2	10
Verwahrlosung	2	-9
Einfamilienhaus	2	-9
Sanierungsarbeit	2	-3
Stadtrã	2	-3
Konsole	2	-10
Schock	2	4
Bevã	2	5
Todesfolge	2	-5
Kindermord	2	-3
Ermittlungserfolg	2	-1
Jugendwahn	2	-9
Stele	2	0
Kiezbewohner	2	2
Gesundbrunnen	2	6
Volkspark	2	1
Ndnis	2	-1
Gegenã	2	-1
Richtfest	2	0
Rettungsstelle	2	-3
Fahrbahn	2	6
Festessen	2	10
Auszeichnung	2	2
Projektentwickler	2	-3
Hrt	2	-7
Sicherheitsrisiko	2	-9
Krisengipfel	2	-8
Aufnahmestopp	2	2
Sondersitzung	2	-5
Dauerausstellung	2	3
Bestattungsgesetz	2	-5
Fernsehturm	2	-3
Weiterbau	2	7
Untersuchungshaftanstalt	2	7
Nigliche	2	1
Harke	2	-2
Balkon	2	9
Frieden	2	9
Gewerbeeinheit	2	7
Bahnbrache	2	-2
Stadtzentrum	2	-6
Stadtgestaltung	2	9
Beratungsstelle	2	5
Verzã	2	9
Tierschutz	2	4
Besucherrekord	2	-4
Gedenkstätte	2	3
Luxuswohnung	2	10
Brunnenviertel	2	-2
Schiff	2	-5
Oldtimer	2	6
Baugrube	2	-4
Rucksack	2	-4
Verdã	2	5
Spielbetrieb	2	8
Bebauungsplan	2	4
Ausstellungsort	2	-6
Deutschlandzentrale	2	10
Denkmal	2	-3
Sanktion	2	5
Eisbã	2	-1
Vorratsdatenspeicherung	2	3
Zwangsversteigerung	2	3
Pachtvertrag	2	3
Parkscheinautomat	2	10
Radrennen	2	5
Gehã	2	4
Kindergeld	2	-6
Schmitz	2	-10
Bankrott	2	-1
Speiseplan	2	5
Preisvergleich	2	8
Gewalttat	2	8
Korruption	2	4
Mauer	2	5
Bundesverdienstkreuz	2	4
Botschaft	2	-1
Erweiterungsbau	2	9
Spreedreieck	2	-5
Haushaltsdefizit	2	-10
Hangar	2	9
Siegerentwurf	2	0
Kudamm	2	6
Icc	2	0
Auã	2	8
Sternsinger	2	-8
Omnibusbahnhof	2	-3
Schauwerkstatt	2	1
Schleife	2	-7
Europacenter	2	-5
Rstendamm	2	1
Adenauertunnel	2	-5
Nachtclub	2	2
Title	2	1
Rtner	2	1
Kongresszentrum	2	-3
Kaiserdamm	2	-9
Bikinihaus	2	10
Eingangsbereich	2	-6
Reisepass	2	-6
Grunewaldturm	2	-4
Waffenlager	2	-9
Model	2	7
Schilderwald	2	-6
Lerbau	2	7
Anscheinswaffe	2	-1
Rettung	2	-9
Rekordkurs	2	0
Kartoffel	2	-5
Kunstaktion	2	-4
Kurios	2	-7
Unterhaltung	2	-6
Hundeauslaufgebiet	2	-4
Baubeginn	2	-7
Naturschutz	2	8
Ume	2	8
Weihnachtszeit	2	5
Weihnachtsbeleuchtung	2	-5
Chtniskirche	2	3
Nordmanntanne	2	7
Ebola	2	8
Wiedereröffnung	2	1
Endspurt	2	-8
Parzelle	2	-4
Nkungen	2	-3
Hauptausschuss	2	6
Nachnutzung	2	-10
Handelskammer	2	-1
Erhã	2	-3
Rennstrecke	2	-6
Modernisierung	2	-10
Mietvertrag	2	7
Rgerbegehren	2	-1
Eigentã	2	-3
Schleuse	2	7
Schmauchspur	2	-2
Bezirksmuseum	2	-7
Festakt	2	-2
Feuerwerk	2	-2
Spionage	2	0
Familienrichter	2	-6
Einbrã	2	-7
Rockerclub	2	4
Spatenstich	2	0
Hlt	2	-4
Gefã	2	-8
Sentation	2	2
Millionenbereich	2	7
Baustopp	2	3
Doppelhaushalt	2	9
Investitionsvolumen	2	4
Front	2	-9
Rareal	2	0
Einbau	2	-4
Sperren	2	-10
Giebel	2	-5
Hundeaulaufgebiet	2	5
Kaninchenteckel	2	-6
Kaninchente	2	-4
Lungentuberkulose	2	-2
Tuberkolos	2	9
Schulsport	2	-3
Sportstunde	2	9
Hochweber	2	1
Temperatur	2	-8
Klassenraum	2	2
Gemeinschaftsschule	2	-2
Klassenzimmer	2	-8
Ortskern	2	-10
Neubauensemble	2	-4
Pressegrafik	2	5
Neubaugebiet	2	6
Grünfläche	2	-3
Boulebahn	2	5
Kaufpreis	2	-1
Verkehrswert	2	3
Landschaftsschutzgebiet	2	-7
Farbenpracht	2	10
Staudenbeete	2	-8
Gartenlehranstalt	2	3
Außenanlage	2	-3
Gärtnerlehranstalt	2	0
Fabrikantenvilla	2	9
Landesloge	2	-2
Ausgang	2	3
Anziehungspunkt	2	-5
Verkehrsbelastung	2	1
Morgenstund	2	-8
Nussbaum	2	-1
Wohnungspolitik	2	9
Chardia	2	6
Meinungsfreiheit	2	6
Gemeindezentrum	2	-5
Regionalbahn	2	-8
Lebewesen	2	-4
Tiburtiusbrücke	2	5
Krone	2	-9
Tunnelraub-Spur	2	8
Problemfall	2	-9
Gesundheitszentrum	2	-6
Scheinsatz	2	5
Löscheinsatz	2	3
Milzbrand	2	5
Pulver	2	1
Poststelle	2	-2
Hauptschule	2	6
Baugrundstück	2	1
Berlin-Villa	2	-7
Jubiläum	2	1
Mehrarbeit	2	8
Wetter-Ruder	2	-7
Lehranstalt	2	6
Filmfest	2	9
Laure	2	3
Parteitag	2	-3
Badestelle	2	-5
Schlittschuhlaufen	2	4
Misshandlung	2	1
Rfen	2	-7
Wohnungsbauprojekt	2	-2
Ballspiel	2	-1
Fuã	2	-8
Autounfall	2	-8
Eiswerder	2	-2
Bernimmt	2	4
Etappensieg	2	-8
Schulreform	2	-6
Einkaufsmeile	2	9
Kindernotdienst	2	-4
Hunger	2	-2
Bordell	2	-2
Kaufhaus	2	6
Stadtbibliothek	2	8
Lichtenrad	2	4
Bahntrasse	2	6
Bürgerinitiative	2	1
Sperrzeit	2	5
Schuhmacherei	2	7
Begegnungszone	2	-1
Gasometer	2	4
Inklusion	2	-1
Runge	2	-6
Notaufnahmelager	2	-2
Sparkasse	2	6
Justizvollzugsanstalt	2	-8
Gewerbepark	2	-2
Schwimmzeit	2	-3
Badetage	2	6
Mietpreisbremse	2	-7
Rangelei	2	6
Stich	2	-8
Flaschenhalspark	2	1
Naturpark	2	4
Bieterverfahren	2	1
Mpft	2	10
EEG	2	1
Sonderschule	2	9
Wohnungsmarkt	2	2
Rgerinitiative	2	7
Elektroauto	2	10
Gartenausstellung	2	7
Lerzahl	2	-5
Verkehrschaos	2	5
Bauplan	2	8
Kombibad	2	3
Volkstheater	2	3
Derbetriebe	2	-7
Zitadelle	2	-3
Kleebank	2	-8
Inselspinne	2	1
Bootshaus	2	9
Holzspan	2	-6
Erfolgskurs	2	-1
Efeuweg	2	-6
Verbotsantrag	2	-5
Promenade	2	5
Ausstellungshalle	2	2
Zucker	2	4
Mter	2	8
Kinderschutz	2	4
Obhut	2	-2
Jugendzentrum	2	9
Schlange	2	1
Unfallauto	2	-7
Ratlosigkeit	2	1
Userfassade	2	7
Hauserfassade	2	8
Bürgerbegehren	2	-2
Neweide	2	6
Fte	2	8
Rosensorte	2	-3
Lebensraum	2	3
Puchanstraße	2	10
Achterbahn	2	-5
Verwildern	2	-2
Diakoniezentrum	2	8
Farb-Effekt	2	4
Gefunden-Mordkommission	2	-9
Traurige	2	7
Gerichtsmedizin	2	5
Gewerbekunde	2	-6
Ausfall	2	-2
Schild-Linie	2	-6
Bekenntnis	2	7
Chtlingsprotest	2	4
Flüchtlingsprotest	2	-4
Wache	2	5
Unterstützer	2	-2
Gegenprotest	2	-9
Texttafel	2	0
Dossier	2	6
Justitia-Behörde	2	3
Seenplatte	2	-3
Wortsinn	2	9
Hinduist	2	-4
Mittelstandsgesetz	2	-7
Underground	2	5
Deutschlandflagge	2	-6
Feierstunde	2	2
Auslandsmission	2	2
Errungenschaft	2	0
Wohnort	2	-2
Beautysalon	2	0
Mühle	2	9
Sandmännchen	2	-1
Verkehrsschilder-Tempo	2	3
Revierfoto	2	2
Unfallkrankenhaus	2	0
Rettungshubschrauber	2	0
Fanclub	2	7
Kinder9	2	2
Hilfsorganisation	2	-4
Gründerzeitmuseum	2	7
Übergabe	2	-1
Bockwindmühle	2	-9
Stadtentwicklungsstadtrat	2	5
Jabulani	2	5
Tierheim	2	3
Giraffe	2	8
Lehrerpreis	2	-2
Bahnhofshalle	2	-4
Zentralfriedhof	2	0
Trinkwasser	2	4
Pyrotechnik	3	3
Kulturzentrum	3	-8
Ostteil	3	-6
Rlitzer	3	-5
Stiftung	3	-7
Ordnungswidrigkeit	3	-5
Strafzettel	3	-2
Cuvrybrache	3	4
Lde	3	-7
Polizeistreife	3	2
Parkhaus	3	0
Mimi	3	8
Drogenversteck	3	7
Scheinwerfer	3	-6
Oberstufe	3	-7
Ziegenbock	3	-9
Räumung	3	-1
Dachboden	3	-5
Tiergehege	3	-6
Viktoriapark	3	0
Multifunktionshalle	3	2
Erholungszentrum	3	0
Umgestalten	3	1
Coffeeshop	3	2
Aufschrift	3	4
Bezirksversammlung	3	5
Eklat	3	-6
Thomaskirche	3	0
Stadthaus	3	-2
Fahrtrichtung	3	-7
Polizeiauto	3	0
Lter	3	-7
Umsatz	3	-7
Sportplatz	3	-7
Rechtssicherheit	3	-1
Geschoss	3	-7
Klub	3	6
Rgermeisterin	3	-2
Marihuana	3	9
Notunterkunft	3	-8
Ostbahnhof	3	-9
Udekomplex	3	4
Yaam	3	7
Gebäudekomplex	3	-1
Karneval	3	2
Wohnturm	3	-4
Curry	3	-3
Hausbesetzer	3	5
Flussseite	3	-8
Festsaal	3	-9
Ausbrennen	3	6
Verhã	3	2
Eigenregie	3	7
Container	3	0
Todestag	3	-7
Hausboot	3	-1
Ausschnitt	3	-5
Checkpoint	3	7
Asylsuchende	3	4
Hundesteuer	3	-4
Kunsthaus	3	-7
Notruf	3	2
Oberstufenzentrum	3	7
Handel	3	-6
Papierlager	3	-2
Spaziergang	3	4
Nachtaufnahme	3	3
Hundekot	3	7
Dreharbeit	3	5
Alkoholsucht	3	2
Milieuschutzgebiet	3	-5
Abwasser	3	-9
Vergewaltigung	3	-2
Chtlinge	3	1
Vandalismus	3	-4
Gedenktafel	3	8
Jugendprojekt	3	6
Rger	3	-8
Wohngebiet	3	-7
Brã	3	-8
Messerattacke	3	4
Fensterscheibe	3	2
Koalitionsvertrag	3	7
Beschã	3	-1
Brennpunkt	3	8
Anzeige	3	-7
Klage	3	-4
Radweg	3	-2
Geburtsdatum	3	-1
Rohbau	3	-2
Kiezstreifen	3	7
Streik	3	9
Haustier	3	-7
Umweltzone	3	-10
Waffengesetz	3	-7
Riesenrad	3	3
Stadtumbau	3	9
Bauwerk	3	-4
Bauzeit	3	-5
Kriminalstatistik	3	6
Dost	3	-2
Stadtring	3	-2
Nzt	3	-6
Flughafengesellschaft	3	-4
Tegel	3	-1
Renã	3	5
Hauptbahnhof	3	-2
Verkehrsbetrieb	3	5
Nationalsozialismus	3	-5
Mindestlohn	3	-9
Zurã	3	7
Prostitution	3	-8
Angebotsmiete	3	9
Autoverkehr	3	-8
Traglufthalle	3	-9
Messerstecher	3	-4
Energiewende	3	0
Grundstein	3	9
Hardenbergplatz	3	6
Chtiger	3	-4
Beute	3	-1
Spielhalle	3	2
Friedrichsfeld	3	-9
Attraktion	3	6
Kreative	3	0
Restaurierung	3	9
Kurfã	3	-9
Rummel	3	-6
Architekturbüro	3	6
Verã	3	-7
Kleingã	3	-7
Kran	3	8
Rundgang	3	8
Funkturm	3	8
Verkehrsschild	3	6
Historie	3	6
Ausflugsziel	3	2
Behã	3	-5
Nachbarschaft	3	10
Einwohnerantrag	3	7
Dagogen	3	-9
Geschã	3	-9
Altersvorsorge	3	6
Tempolimit	3	-7
Stundenkilometer	3	-1
Ortstermin	3	1
Pavillon	3	1
Schulpavillon	3	7
Hundeverbot	3	8
Atemluft	3	0
Eisbahn	3	3
Archivâ	3	-7
Lichterfeld	3	-1
Schlossstraße	3	-7
Schwanenwerder	3	-5
Strandrestaurant	3	-4
Regionallinie	3	-1
Platane	3	3
Buche	3	-1
Tresorraum	3	2
Schultoilette	3	-3
Waldrand	3	-7
Feuerwehrmann	3	9
Jagdschloss	3	4
Gartenakademie	3	-3
Wohnraum	3	1
Spandauer	3	10
Kleistpark	3	-10
Geburt	3	-7
Tarifstreit	3	-10
Gehweg	3	-2
Flüchtlingsunterkunft	3	-8
Sarg	3	2
Jahreswechsel	3	-7
Mieteshaus	3	-3
Katze	3	-2
Umweltschutz	3	7
Berlin-Tram	3	-8
Baumschule	3	-9
Fundort	3	-1
Gasversorgung	3	4
Winterreifen	3	-1
Spurensuche	3	0
Geburtstagsvorstellung	3	6
Bankgesellschaft	3	9
Solaranlage	3	4
Erholungspark	3	4
Seilbahn	3	1
Wolkenhain	3	-2
Wappen	3	0
Nebenkosten	3	8
Kaufkraft	3	5
Drogenhandel	4	-6
Westteil	4	-8
Ufig	4	4
Nnte	4	5
Brache	4	5
Trauer	4	-6
Polizeieinsatz	4	2
Besetzer	4	-5
Schlieã	4	-9
Zinken	4	0
Hrigen	4	8
Bürgeramt	4	-2
Fahrspur	4	6
Vermummte	4	-8
Partymeile	4	-7
Auszug	4	-8
Schadenersatz	4	-3
Hausflur	4	-8
Flüchtlingscamp	4	-6
Bezirksbuergermeister	4	0
Plakat	4	-6
Detonation	4	-6
Skyline	4	5
Asylpolitik	4	-2
Uft	4	-7
Polizeifoto	4	1
Gemeinschaftsunterkunft	4	0
Columbiadamm	4	8
Grundsteinlegung	4	6
A113	4	-4
Kinderwagen	4	10
Kneipe	4	0
Brandanschlag	4	4
Modellprojekt	4	-7
Luxussanierung	4	2
Wohnungsbau	4	-7
Spielplatz	4	-10
Ffnet	4	10
Morgenpost	4	4
Schwimmhalle	4	-9
Messerstecherei	4	6
Frã	4	4
Bezirksverordnetenversammlung	4	7
Cke	4	10
Treppenhaus	4	-3
Schlã	4	3
Sozialhilfe	4	0
Bernachtung	4	7
Stã	4	1
Abstimmung	4	7
Schulleiter	4	10
Avus	4	-9
Einschulung	4	2
Schuljahr	4	7
A100	4	4
Angriff	4	1
Alkoholmissbrauch	4	9
Altbau	4	6
Trauerfeier	4	7
Freiheitsstrafe	4	-2
Musikschule	4	-1
Stromausfall	4	-1
Sekundarschule	4	5
Volksfest	4	9
Jugendamt	4	0
Familiendrama	4	-7
Sportanlage	4	-8
Bahnhof	4	4
Skulptur	4	0
Immobilienmarkt	4	5
Wahrzeichen	4	-7
Flucht	4	2
Opfer	4	1
Senatsverwaltung	4	-8
Blaulicht	4	-9
Schwimmbad	4	7
Vention	4	7
Tierpark	4	-5
Mode	4	-9
Symbolfoto	4	1
Wohnquartier	4	-3
Infektionskrankheit	4	6
Synagoge	4	2
Bundespolitik	4	-4
Personalmangel	4	6
Wildschwein	4	6
Pendler	4	-7
Klinikum	4	2
Stalking	4	-5
Stalker	4	7
Turnhalle	4	1
Sanierungskonzept	4	-2
Babyleiche	4	3
Arbeitslosenquote	4	-4
Windkanal	4	4
Autoreifen	4	-8
Plattenbau	4	-7
Kunstprojekt	5	-1
Razzia	5	-1
Wachschutz	5	-6
Parkraumbewirtschaftung	5	-5
Kaninchen	5	8
Sitzblockade	5	-6
Auktion	5	-7
